1,0.05110,0.07626,0.03813
2,0.09266,0.13689,0.08579
3,0.14375,0.21315,0.13346
4,0.17921,0.28941,0.18112
5,0.22078,0.35957,0.22879
6,0.27187,0.43584,0.28598
7,0.32297,0.49646,0.33364
8,0.37406,0.58226,0.38131
9,0.41563,0.65852,0.43850
10,0.45109,0.72868,0.47053
11,0.50218,0.80494,0.52773
12,0.55328,0.87510,0.58493
13,0.60437,0.96090,0.63259
14,0.65547,1.04669,0.68979
15,0.70656,1.10732,0.74698
16,0.89531,1.45736,0.97577
17,0.95937,1.59082,1.03296
18,1.02953,1.69911,1.09969
19,1.08406,1.81693,1.16642
20,1.13859,1.94086,1.22362
21,1.20875,2.05868,1.27471
22,1.26327,2.18261,1.34144
23,1.33344,2.29090,1.39864
24,1.38796,2.40873,1.46537
25,1.45202,2.53265,1.53210
26,1.52218,2.65047,1.58929
27,1.57671,2.77440,1.65602
28,1.64687,2.88269,1.72275
29,1.70140,3.00052,1.77995
30,1.77156,3.12444,1.84668
31,1.82609,3.24227,1.91341
32,1.75249,3.28993,1.81808
33,1.80702,3.39822,1.87527
34,1.87718,3.52215,1.93247
35,1.93171,3.63997,1.99920
36,2.00187,3.76390,2.05640
37,2.04686,3.87219,2.09796
38,2.11702,3.99611,2.16469
39,2.17155,4.10440,2.22188
40,2.24171,4.22223,2.28861
41,2.28671,4.34615,2.34581
42,2.35687,4.45444,2.40301
43,2.41139,4.56884,2.46973
44,2.48156,4.68666,2.52693
45,2.53608,4.79495,2.58413
46,2.60624,4.91888,2.65086
47,2.65124,5.02717,2.70805
48,2.83999,5.19876,2.91777
49,2.90061,5.32612,2.95933
50,2.95514,5.43441,3.02606
51,3.02530,5.55833,3.08326
52,3.07983,5.66662,3.14046
53,3.14999,5.80008,3.20719
54,3.20452,5.89884,3.26438
55,3.27468,6.01667,3.33111
56,3.32920,6.14059,3.38831
57,3.38373,6.24888,3.44550
58,3.45389,6.38234,3.51223
59,3.49889,6.48110,3.56943
60,3.56905,6.61456,3.62662
61,3.63311,6.72285,3.68382
62,3.69373,6.84067,3.75055
63,3.74826,6.95507,3.79211
64,3.68420,6.83724,3.72195
65,3.74826,6.95507,3.77915
66,3.80889,7.06336,3.83024
67,3.86342,7.18728,3.88744
68,3.92404,7.29557,3.94464
